Purchased_equipment_id,Equipment_type,Amount_of_equipment,Order_time,Place_id,Class_id
28956,55743,278069,51 years,26925,3629
28957,9057,408842,211 mons,15487,33419
28958,63752,91557,40 weeks,33337,85109
28959,6218,355358,269 mons,73511,53890
28960,91630,780871,179 days,43556,63511
28961,52320,702347,276 weeks,26163,47554
28962,53745,605464,20 mons,69560,6516
28963,61852,848448,181 days,30872,4671
28964,47162,556667,15 days,47034,95457
28965,33460,757766,160 weeks,75602,36691
28966,17058,57907,228 weeks,44318,66737
28967,63004,59656,298 days,18449,93036
28968,12427,930001,266 mons,7522,84017
28969,15771,479400,279 minutes,92211,82232
28970,52282,458565,77 years,54193,7359
28971,2319,906141,72 weeks,1052,65573
28972,25666,529099,8 weeks,89223,58176
28973,15745,141797,159 years,38035,33180
28974,78008,638852,128 days,97920,46784
28975,54411,581856,26 years,6873,72722
28976,47516,272731,213 mons,12338,43917
28977,21336,771809,116 mons,78674,67962
28978,23179,361874,43 days,83422,18497
28979,83718,114157,242 years,95567,42933
28980,54754,295625,140 days,32474,38679
28981,35665,847076,299 mons,98405,43283
28982,36325,579866,52 years,21620,76573
28983,66576,844835,229 days,22372,29132
28984,1526,721240,201 weeks,39249,10726
28985,18565,523946,115 days,25878,46731
28986,11864,163700,138 hours,70061,17504
28987,25632,21652,146 minutes,41164,72901
28988,11739,846205,92 days,63320,69974
28989,41151,399242,85 mons,85467,80225
28990,3440,378516,142 minutes,93886,67947
28991,39235,940875,263 years,84349,21568
28992,99909,373383,103 weeks,2191,30335
28993,95672,721949,159 minutes,17906,23621
28994,82742,142800,284 hours,64036,45807
28995,20854,920051,274 years,5146,55973
28996,42965,541349,39 minutes,63763,14332
28997,65318,623196,113 mons,73472,65198
28998,35509,229183,197 mons,41523,90026
28999,78847,953291,228 weeks,45234,57339
29000,18607,710795,200 weeks,4173,99447
29001,13262,961094,49 minutes,78856,35333
29002,36906,553173,48 days,55233,28154
29003,47501,249143,268 weeks,31571,92728
29004,21428,66942,155 days,27620,64797
29005,30578,363636,123 minutes,36461,72145
29006,51589,204535,42 mons,85683,9772
29007,30586,396151,128 days,85628,24705
29008,80479,21178,137 mons,24705,4517
29009,69210,475905,24 weeks,22093,19384
29010,48254,48241,198 minutes,91428,65241
29011,42400,278982,103 days,11272,93031
29012,10723,954096,232 days,41547,23057
29013,78040,460538,162 minutes,79965,97956
29014,32909,272736,284 mons,68211,21110
29015,54993,391552,57 mons,82075,27664
29016,12163,755986,0 minutes,70619,28081
29017,50629,261579,138 years,19017,21264
29018,90326,534393,126 hours,88777,49102
29019,41242,894299,248 years,90648,57999
29020,597,949988,52 weeks,82427,62092
29021,22702,498501,151 weeks,20801,25834
29022,97488,721685,30 minutes,59707,36210
29023,42821,96241,180 mons,93049,30253
29024,16618,100649,263 hours,88741,18866
29025,32544,630099,67 mons,88217,95509
29026,64954,790814,77 days,20166,41764
29027,91637,493722,132 mons,78404,84556
29028,43833,666378,203 days,67476,42732
29029,23102,372007,83 minutes,85841,20948
29030,2591,627397,64 days,76646,32121
29031,88636,907619,180 minutes,50493,60857
29032,48575,757882,226 hours,33228,4411
29033,64927,262037,265 days,68947,37182
29034,82541,652479,230 days,37336,38068
29035,81028,854753,300 hours,52037,42692
29036,66211,764149,206 minutes,45598,62173
29037,56826,90842,188 mons,6190,41454
29038,23722,775521,50 years,93598,54249
29039,80416,732111,60 hours,22264,2678
29040,12769,968337,274 hours,3549,62405
29041,44115,3098,13 minutes,44819,11961
29042,45768,295620,90 minutes,99179,56695
29043,91643,759501,41 days,60668,94653
29044,85517,915255,25 days,357,30842
29045,43882,874101,151 mons,97983,7630
29046,80511,227328,155 hours,45744,89914
29047,71147,120832,287 minutes,79018,21830
29048,34921,437251,126 hours,29268,44828
29049,34890,425599,70 hours,20133,30714
29050,81126,707745,251 days,61957,72358
29051,37907,115672,299 years,63614,99506
29052,92073,374163,207 years,10450,23244
29053,40448,388664,144 minutes,91809,3397
29054,25246,485189,146 days,24161,95325
29055,72359,935007,76 weeks,16271,11287
29056,56190,758897,270 days,63093,18995
29057,15902,560600,205 weeks,5770,68404
29058,2029,224622,281 days,48740,70952
29059,46354,738105,130 minutes,79852,25532
29060,5508,311213,156 hours,23224,4040
29061,73663,493866,28 mons,59707,17181
29062,32855,519642,194 weeks,29200,26483
29063,1131,912706,280 weeks,65315,94435
29064,6798,407651,204 hours,89015,93871
29065,61940,331910,176 weeks,83813,55106
29066,30741,911822,199 days,11485,64288
29067,78865,278173,82 mons,86848,13544
29068,4396,484779,76 hours,52928,21109
29069,17232,375067,66 years,88739,15871
29070,577,671317,261 weeks,87100,17409
29071,44218,326638,190 years,60348,22322
29072,44834,111685,79 hours,66727,43564
29073,68379,9115,298 days,6451,25178
29074,48344,378708,95 years,7115,31882
29075,15185,619746,72 weeks,91776,62994
29076,28064,757167,21 hours,72122,65036
29077,8635,327878,135 mons,62058,16324
29078,77920,961202,148 hours,92620,89551
29079,68479,186893,162 years,83221,48168
29080,62724,884806,241 mons,89596,13566
29081,50370,406236,91 years,55523,88782
29082,32857,476070,102 years,88916,92511
29083,38686,671763,61 minutes,70393,16024
29084,63427,370053,130 days,66888,93257
29085,38187,449569,252 days,5719,95569
29086,98936,694600,102 mons,43345,15663
29087,17116,822833,134 years,38398,85598
29088,8952,441127,17 minutes,94887,24755
29089,17687,13540,213 hours,70343,55209
29090,61168,59877,122 weeks,69436,88484
29091,24029,289066,241 hours,79231,13877
29092,66561,763728,201 days,73982,62431
29093,86949,587801,78 days,36535,44202
29094,22195,456256,279 mons,49921,83261
29095,10055,159084,256 years,34827,73838
29096,26137,520805,266 mons,87054,82992
29097,37248,576378,102 weeks,66932,56470
29098,23627,147602,143 mons,4594,78264
29099,82846,705528,180 minutes,36991,4880
29100,76792,260677,71 years,33977,80554
29101,80216,735214,278 mons,67887,56948
29102,55919,763082,148 minutes,51810,46321
29103,22378,388332,94 days,84357,37069
29104,37272,857774,193 mons,86191,53192
29105,62522,298765,260 years,48065,25536
29106,23122,11490,198 days,22068,91737
29107,774,299126,65 weeks,19312,83112
29108,95206,112513,189 years,55370,69726
29109,57983,292476,124 years,64476,32405
29110,31367,761284,139 weeks,66692,32305
29111,40681,233158,129 weeks,18462,46533
29112,58416,856829,275 weeks,53877,76362
29113,30421,263249,202 years,46765,42320
29114,6562,450303,161 mons,86162,98444
29115,96677,778398,172 days,68312,35831
29116,81048,151893,238 days,29747,65701
29117,67765,532883,67 weeks,9712,99883
29118,70989,340332,160 hours,31187,71550
29119,91351,76612,264 hours,43754,66992
29120,16323,921717,139 days,66500,93242
29121,37833,631514,149 hours,6258,11707
29122,8534,85441,140 weeks,89765,54739
29123,12936,775398,32 weeks,61279,60304
29124,89167,814190,280 minutes,12358,30161
29125,20963,200949,275 years,93997,33433
29126,66916,180649,16 weeks,65608,90209
29127,44691,324996,288 minutes,41080,42438
29128,94880,381503,179 minutes,2480,47280
29129,71081,71904,127 days,84738,20180
29130,59480,967417,188 minutes,25257,83108
29131,49450,251536,139 mons,23852,58559
29132,44768,482831,121 minutes,49780,66197
29133,41066,54400,138 years,54307,43159
29134,49284,201429,179 hours,64429,49515
29135,98300,604056,83 mons,99488,357
29136,79347,752437,181 minutes,70001,50360
29137,44965,544534,297 hours,23998,22100
29138,90679,77440,41 weeks,84206,62381
29139,89597,753623,164 minutes,62419,19032
29140,28492,614398,168 minutes,77964,92398
29141,24369,636119,248 mons,52486,6602
29142,60423,173628,86 mons,36686,21069
29143,43712,90554,101 mons,38552,29719
29144,20623,655670,81 days,35637,90396
29145,45001,385809,191 hours,6054,41231
29146,15730,584139,266 mons,78025,56342
29147,64432,744038,234 mons,79119,12718
29148,13943,886962,257 weeks,54908,51102
29149,80504,397774,219 years,64914,63612
29150,31864,346935,274 minutes,66703,68026
29151,36951,708967,262 weeks,76611,97081
29152,96414,904164,270 years,31195,95925
29153,94171,507782,110 minutes,89085,62181
29154,21174,907924,55 mons,25859,84934
29155,71121,348664,157 years,94204,11022
29156,17928,132829,267 hours,43354,63059
29157,33655,646329,80 years,69285,29622
29158,64962,974142,212 years,63798,5992
29159,75738,98053,264 mons,82624,22476
29160,90192,887641,125 hours,98498,10795
29161,16154,952298,195 weeks,20605,82772
29162,22963,934795,230 weeks,44576,46294
29163,66646,772807,184 minutes,1055,57989
29164,96413,341445,124 mons,88376,70964
29165,23024,299875,119 mons,12635,61021
29166,85100,748153,123 minutes,90779,2530
29167,52665,474688,276 days,94065,87410
29168,38884,18293,26 minutes,36515,18759
29169,88225,830130,120 minutes,67944,45048
29170,8948,151760,45 minutes,73611,97819
29171,93851,166988,106 minutes,72391,59505
29172,96994,639668,236 minutes,99136,98041
29173,94464,121270,44 days,4374,74126
29174,82994,649076,25 weeks,91275,74975
29175,84690,231871,260 weeks,20401,97303
29176,19430,1245,154 minutes,19713,6040
29177,19852,703759,241 mons,97213,64781
29178,33267,156688,91 days,8927,18077
29179,32387,24182,291 mons,56812,211
29180,20595,404673,181 weeks,3469,41570
29181,41137,776792,249 years,36489,10764
29182,69927,822416,61 years,3541,57091
29183,57352,252876,272 hours,6711,43110
29184,19130,646121,106 minutes,18661,6216
29185,43263,383029,241 minutes,24351,94911
29186,52243,866585,126 years,23424,15719
29187,4316,397729,104 minutes,70365,27565
29188,8915,454333,9 mons,24779,27409
29189,86078,622805,140 mons,73218,5255
29190,4497,246305,219 weeks,18799,44473
29191,50292,412705,59 days,64420,18433
29192,72431,988153,122 mons,34118,55693
29193,21091,131788,228 days,98740,46628
29194,19965,300129,139 days,67118,1513
29195,26070,507097,295 minutes,49878,76202
29196,99064,408025,4 mons,55797,37862
29197,95304,22800,235 days,45586,36617
29198,33965,390613,23 minutes,77048,30798
29199,54195,258274,107 mons,44609,54938
29200,48595,936004,86 mons,48552,91586
29201,1703,616556,188 years,18688,85972
29202,60760,491417,2 hours,82453,39412
29203,51335,735449,194 mons,15282,99118
29204,48288,52792,43 days,90876,65364
29205,48166,727815,114 mons,87514,39097
29206,50989,199389,295 mons,18751,5766
29207,73163,589591,131 mons,60270,11773
29208,16675,639482,182 days,62610,38949
29209,38387,343053,194 mons,93571,87460
29210,67872,740834,76 minutes,47801,73640
29211,13671,881485,24 minutes,81602,15938
29212,41686,691077,202 minutes,99113,50948
29213,43255,200403,185 years,18015,78675
29214,1460,580433,199 years,42685,70733
29215,59516,2582,47 minutes,5944,245
29216,57588,913785,291 weeks,14146,76605
29217,79906,21941,37 mons,30221,94356
29218,477,442755,54 hours,26852,16180
29219,71791,83119,25 minutes,90076,6794
29220,43947,610664,116 mons,4968,70026
29221,48606,332689,130 days,64109,75142
29222,1053,676213,10 hours,22415,74628
29223,29052,762638,85 years,44742,96596
29224,76168,504183,235 hours,40854,30005
29225,72222,668610,121 days,81863,64036
29226,64405,829147,35 hours,77784,8306
29227,1815,225190,276 days,6612,34863
29228,2589,97574,136 years,86521,97094
29229,33337,382408,112 years,24474,64743
29230,78743,977176,99 years,12773,7168
29231,26263,284313,120 days,2427,2332
29232,61443,345658,225 weeks,32865,16622
29233,5114,956907,292 minutes,63785,18388
29234,38517,255678,21 weeks,69784,51078
29235,5492,239567,194 days,53174,31349
29236,66325,343688,112 mons,27307,10990
29237,44697,29605,288 hours,35145,17631
29238,38225,968045,114 mons,84357,86259
29239,14352,613017,138 mons,5602,91124
29240,67855,435496,212 mons,41352,28586
29241,56988,157691,225 minutes,29547,14199
29242,63655,661615,152 mons,98069,19087
29243,61932,299890,248 years,96478,53714
29244,85368,245598,145 mons,30271,16251
29245,16426,643307,274 days,79521,20473
29246,65832,586236,16 mons,97049,11502
29247,8068,938226,199 weeks,45352,98637
29248,8690,541975,257 weeks,12876,1224
29249,34859,578159,235 days,72716,33800
29250,83306,565634,44 days,73404,89607
29251,58871,568371,147 hours,10924,9880
29252,16913,111233,103 hours,39087,58975
29253,68848,686507,281 years,92543,59813
29254,70629,440788,24 years,14113,820
29255,69020,143048,257 hours,7026,12328
29256,49597,692133,31 weeks,23817,79581
29257,26640,608527,24 mons,49541,85135
29258,73306,872424,134 weeks,22868,26777
29259,12530,122768,211 hours,75512,54219
29260,85828,853190,150 years,81148,97306
29261,52387,796166,33 hours,11863,53725
29262,35982,836308,261 days,9485,68965
29263,1232,665028,140 hours,4776,29806
29264,36328,505653,138 hours,10596,83399
29265,76631,801757,284 mons,50787,2182
29266,3504,401667,226 minutes,55388,15828
29267,3520,805495,266 weeks,19227,48876
29268,66956,255233,101 weeks,16713,51707
29269,6517,516311,193 hours,97185,20761
29270,81556,754825,189 minutes,4221,35340
29271,51711,220399,267 minutes,11675,77619
29272,20474,448580,158 minutes,16792,63748
29273,48016,131147,276 weeks,7157,25874
29274,77054,993876,296 minutes,61183,59014
29275,96745,413099,84 days,9384,66453
29276,54390,152846,36 hours,19723,72429
29277,72601,430125,172 years,74417,86863
29278,17093,133124,104 weeks,46431,39452
29279,67458,433322,177 years,84428,68179
29280,10143,771655,67 mons,12216,5134
29281,67305,358166,240 days,96115,23490
29282,81991,792899,107 hours,18991,26408
29283,10302,615350,8 years,6756,49558
29284,6159,926072,36 days,33854,80945
29285,52239,345144,114 weeks,52612,9373
29286,71454,615376,30 minutes,30272,94386
29287,28562,509737,85 days,86603,26748
29288,10347,562926,297 days,91256,62775
29289,90828,121755,139 mons,4320,92471
29290,79054,207273,21 minutes,39489,39840
29291,37159,515508,96 hours,51947,11583
29292,32144,552799,148 minutes,95322,86538
29293,9098,713154,197 mons,7592,11232
29294,89290,120628,261 mons,45527,2742
29295,31807,20155,105 weeks,82786,72849
29296,25882,678171,88 hours,43850,52878
29297,18487,659364,202 weeks,51981,22443
29298,55305,157370,119 hours,84423,99664
29299,47651,884174,272 weeks,80636,4118
29300,73242,783170,203 mons,28336,70802
29301,45681,577408,11 weeks,5611,17569
29302,90961,1796,20 mons,73741,4444
29303,16475,165603,151 years,13811,83931
29304,56392,171298,219 years,39918,16045
29305,77795,67108,229 days,53777,87719
29306,53921,45780,11 weeks,18122,98699
29307,7077,319705,6 mons,41497,78439
29308,19434,364252,37 weeks,16935,57218
29309,5186,547060,154 weeks,48647,5289
29310,81678,750673,140 days,50449,80343
29311,75495,212560,154 minutes,19105,43036
29312,98183,602514,160 days,1567,17245
29313,19508,988023,51 mons,56089,96593
29314,23844,519989,94 minutes,60437,66517
29315,49793,809800,166 days,15603,10489
29316,4297,468686,164 hours,1440,21852
29317,25525,447877,211 mons,1005,70035
29318,87113,659114,37 mons,71587,70000
29319,93027,945692,24 days,70621,7690
29320,36332,653638,232 mons,5548,63078
29321,7012,368498,10 weeks,50639,45218
29322,87339,464937,207 minutes,12661,11602
29323,1551,966834,67 minutes,781,59306
29324,90590,841948,52 days,26195,63871
29325,77031,495778,7 weeks,75810,79045
29326,86649,387646,32 mons,3723,73919
29327,40917,560030,113 years,77035,45283
29328,96457,565396,266 weeks,53564,86491
29329,21845,157500,237 weeks,8428,92820
29330,90522,635539,244 days,79241,44472
29331,8137,738900,286 weeks,50343,2459
29332,6358,628932,59 years,60192,46897
29333,1891,299887,58 hours,3508,31500
29334,79972,740913,104 days,74861,51950
29335,83138,805473,3 mons,10049,24578
29336,56685,53030,279 years,36600,73102
29337,76954,582209,127 minutes,55737,25680
29338,28191,766400,71 days,21856,33064
29339,93764,853274,201 years,82135,50765
29340,32662,588311,51 mons,34279,86719
29341,29013,412003,179 days,23037,70848
29342,11555,700159,40 weeks,51933,62777
29343,11240,519060,102 years,24362,50558
29344,12209,593239,71 mons,20662,77919
29345,73511,643498,137 hours,9791,70155
29346,93414,801423,248 minutes,17415,42054
29347,85512,907497,68 years,14433,87862
29348,71328,174869,115 hours,63275,82326
29349,84764,159331,57 days,69459,54449
29350,11402,546108,31 weeks,26841,76551
29351,98810,609425,51 years,55827,4177
29352,64223,927295,258 years,35435,68471
29353,7231,640971,300 mons,42790,31550
29354,80098,472776,300 years,42339,18150
29355,87537,449819,169 minutes,9064,46826
29356,32905,576243,222 mons,99883,80101
29357,60775,866659,175 days,94804,6190
29358,42814,374491,26 days,86003,59410
29359,8053,869905,273 mons,98785,52825
29360,83386,708536,244 days,45320,9894
29361,51745,590662,166 hours,74534,44707
29362,28707,53576,52 minutes,35833,97744
29363,62827,190685,25 years,6664,94822
29364,33673,657510,223 days,80494,54880
29365,76123,42113,239 days,61357,83075
29366,3101,774905,85 weeks,23121,5156
29367,67262,404875,8 hours,86982,69900
29368,46111,438258,142 weeks,71055,30421
29369,81806,462931,289 weeks,18063,96444
29370,72355,630856,165 hours,64921,86771
29371,7527,845103,208 weeks,30715,35864
29372,42155,729850,62 mons,9644,42407
29373,76940,441518,91 hours,59151,71544
29374,39983,997617,124 days,87327,7264
29375,72268,872758,133 minutes,53841,27023
29376,25874,278302,13 years,29879,44704
29377,70817,309136,99 hours,49576,58695
29378,98763,140486,150 days,57363,11201
