Available_equipment_id,Equipment_type,Amount_of_equipment,Place_id
25962,49863,245962,71457
25963,43861,642104,15295
25964,49728,622828,43329
25965,18949,48105,22869
25966,41068,163568,82639
25967,77198,369837,16810
25968,60669,670497,49780
25969,95042,259414,5416
25970,198,374205,2132
25971,54052,299782,3539
25972,11817,954042,65824
25973,63672,340031,97699
25974,40834,436955,4236
25975,86472,135430,61499
25976,17035,378900,62356
25977,59251,412268,94729
25978,55800,668043,41947
25979,2653,40601,84805
25980,56388,797066,58309
25981,29451,874778,88451
25982,80431,621812,36232
25983,55552,600506,43519
25984,95270,799008,28221
25985,65097,48942,84420
25986,77103,374964,60444
25987,2512,613212,24482
25988,37214,959867,23617
25989,10951,455458,22063
25990,26771,821297,28978
25991,7506,247343,81611
25992,74206,10995,48845
25993,56583,857835,92746
25994,38712,781874,29357
25995,68545,578836,32909
25996,31996,784706,70915
25997,83614,246953,24757
25998,96176,18932,27808
25999,64151,122834,71311
26000,33092,97744,31961
26001,44904,850176,92544
26002,61535,291796,33813
26003,50824,53757,49193
26004,43788,940280,87748
26005,97128,854029,32177
26006,21298,908340,17891
26007,62900,17909,92431
26008,27506,786350,81690
26009,75710,171552,68825
26010,96728,122039,9298
26011,60344,611245,21909
26012,34551,764126,29369
26013,44097,288184,8441
26014,35656,662186,99344
26015,86222,663941,28559
26016,98417,245307,48876
26017,47745,503507,76392
26018,71056,632675,24381
26019,87759,953996,79396
26020,65172,693307,58130
26021,43401,381190,16591
26022,3919,199980,84737
26023,5507,164720,82966
26024,92034,52874,17673
26025,24494,988150,91919
26026,31395,492601,19248
26027,5227,64299,37130
26028,10520,156928,90062
26029,54139,473879,4267
26030,43980,992070,30290
26031,10100,243061,79837
26032,65292,521611,42757
26033,29563,677702,87383
26034,14940,683573,18518
26035,14542,412023,57214
26036,16094,652560,43952
26037,45704,797909,95683
26038,71565,733356,44924
26039,52459,795138,56221
26040,30355,10357,27761
26041,34870,232417,62134
26042,96262,892791,3285
26043,51798,772,63087
26044,31650,383905,51773
26045,92303,388907,76430
26046,56543,718944,93622
26047,14144,433156,70088
26048,47043,134832,19403
26049,93608,137272,33304
26050,57109,559285,46546
26051,27238,335568,3460
26052,40791,336054,59447
26053,56481,347435,90612
26054,22209,645789,26272
26055,21864,178978,33891
26056,48708,215765,98880
26057,87822,997098,18219
26058,92958,189005,28774
26059,45054,737742,293
26060,58937,296124,91975
26061,2661,242580,94426
26062,83577,106346,3853
26063,39528,619652,15293
26064,51671,595739,68145
26065,86791,888396,98158
26066,88564,316351,63810
26067,92778,555458,91433
26068,38235,944627,87237
26069,40744,94314,52342
26070,54166,359585,49580
26071,94242,969072,73969
26072,79301,680102,64151
26073,44777,68871,92188
26074,11785,290238,31244
26075,99807,191883,54965
26076,59107,702238,70945
26077,5429,561365,19830
26078,25263,479513,16402
26079,63881,233551,98902
26080,10743,767121,86714
26081,15162,776331,80516
26082,64981,476511,87526
26083,75732,214724,59702
26084,12810,937641,45526
26085,50784,756242,92750
26086,56310,65840,99212
26087,12336,804025,47894
26088,44796,884735,50964
26089,12954,648618,33967
26090,52100,404685,76692
26091,2802,122875,69986
26092,32489,548797,9868
26093,69879,322922,65997
26094,3462,342547,45262
26095,35054,590487,39859
26096,2971,263642,93566
26097,83019,480011,80305
26098,44520,539078,85418
26099,16801,22340,71813
26100,57104,671594,70168
26101,10290,375968,15731
26102,10891,27964,831
26103,27930,769427,89249
26104,5649,857454,3357
26105,28669,869343,3183
26106,70960,709458,94221
26107,11345,458988,77569
26108,28088,136281,34398
26109,88675,970986,54900
26110,50003,240076,14406
26111,44284,265350,54828
26112,51871,674704,27610
26113,25798,225027,84041
26114,2536,563557,82900
26115,38660,84959,13026
26116,12196,366968,82933
26117,40769,365232,41554
26118,6374,857293,77720
26119,61952,865323,34992
26120,80640,854246,50372
26121,61575,624818,26425
26122,87399,352883,60370
26123,47821,959579,97998
26124,33044,142178,78602
26125,15850,699973,50673
26126,1844,503417,79573
26127,89325,240159,53746
26128,67623,927422,24466
26129,21331,220302,34794
26130,16918,754463,27202
26131,55108,155846,17410
26132,65804,476170,43404
26133,57440,131967,54176
26134,5396,872826,84458
26135,67649,88786,50630
26136,45098,260417,58383
26137,12861,633092,70861
26138,60284,166695,89507
26139,7814,503516,65314
26140,5821,55678,30951
26141,60674,927733,17855
26142,59564,77371,7415
26143,52502,254764,73450
26144,67324,459860,32046
26145,81450,298815,953
26146,52398,976700,64837
26147,96325,660884,9600
26148,38919,519922,617
26149,21083,882557,55500
26150,45904,420625,49491
26151,21296,903127,73550
26152,13891,618694,1181
26153,58694,744120,96030
26154,20754,520825,31247
26155,90788,868284,6020
26156,23748,957079,16962
26157,75897,62816,97943
26158,37012,701681,71889
26159,85797,58986,30331
26160,33022,977676,22930
26161,2027,123561,38511
26162,56127,81275,78545
26163,5740,123,71980
26164,71953,768413,19936
26165,52879,270520,29056
26166,42876,302324,89075
26167,51086,600078,73789
26168,75069,921897,98620
26169,43561,272106,88851
26170,16725,120863,33856
26171,50705,186860,14928
26172,51480,757151,73304
26173,55166,452312,33898
26174,50147,82072,97718
26175,63875,177211,2846
26176,93856,973296,61058
26177,88152,300199,48525
26178,76724,20861,52359
26179,83333,720361,36949
26180,25891,968555,12333
26181,5533,419358,65927
26182,95065,290789,42580
26183,73464,201654,10861
26184,7574,45120,55034
26185,18779,917828,31951
26186,63910,597600,54831
26187,38249,213587,96637
26188,87181,957340,8966
26189,47640,500861,2720
26190,31125,857883,97978
26191,96945,459895,41218
26192,23839,638564,54747
26193,56924,668077,88966
26194,80354,773179,5545
26195,30148,267385,11930
26196,74606,113235,64292
26197,70802,361352,16716
26198,92932,481918,91958
26199,17015,454790,98576
26200,36018,313308,9536
26201,14103,849538,68789
26202,56271,381593,65818
26203,3054,547794,74365
26204,62362,796158,19474
26205,74961,880104,97342
26206,19841,340886,77944
26207,2104,516026,29126
26208,12172,151548,1275
26209,30677,728522,81696
26210,41991,612699,45588
26211,60575,123076,44536
26212,96629,340477,98166
26213,7907,239688,21999
26214,18683,412714,41437
26215,80424,156284,16798
26216,44103,38212,35867
26217,22346,971465,67885
26218,96800,600769,9494
26219,17575,1911,84340
26220,3482,317176,11448
26221,96622,411129,43305
26222,52496,394963,54238
26223,90535,577206,94805
26224,79048,136209,29865
26225,19063,593823,74043
26226,47584,244429,54190
26227,35879,647706,28420
26228,99994,337882,58125
26229,16160,259718,1877
26230,64511,808289,68017
26231,37614,287581,9202
26232,41081,878952,45907
26233,44811,738682,66485
26234,79963,350866,56924
26235,70957,384921,22903
26236,8817,578844,715
26237,25909,597640,47456
26238,41984,986638,31398
26239,31302,288771,48799
26240,11407,636961,64778
26241,93807,442652,66499
26242,71220,790347,94079
26243,72742,711613,80096
26244,46711,13604,28994
26245,76087,836287,31634
26246,61261,583082,27318
26247,94603,772375,27693
26248,92121,124886,74769
26249,24205,641535,92449
26250,58796,230031,93531
26251,4245,994725,60906
26252,55598,229994,3723
26253,986,771526,57040
26254,48044,185556,38141
26255,22616,738179,66572
26256,51270,368184,80288
26257,23002,385724,24174
26258,76506,137440,11579
26259,37154,843598,7834
26260,39324,119652,68906
26261,37884,897930,3925
26262,69884,202172,74756
26263,30030,136665,55783
26264,33798,657513,6117
26265,55449,403365,92351
26266,85344,327364,86677
26267,41356,935879,75779
26268,48983,271042,93885
26269,30082,62808,51580
26270,97309,132486,1360
26271,53980,44247,98772
26272,92552,525022,35538
26273,35609,125373,71403
26274,54596,556321,57970
26275,54021,790347,89568
26276,60030,793935,4398
26277,17209,668708,12092
26278,26544,853889,46139
26279,30793,403456,26582
26280,6912,52160,1487
26281,66532,37735,577
26282,82819,360323,71902
26283,85998,484062,76448
26284,10635,653325,4540
26285,84362,859453,34280
26286,29513,771834,65823
26287,40532,378084,36282
26288,54463,955268,78081
26289,84750,291721,40869
26290,21737,836098,88792
26291,87312,264660,66693
26292,9245,388652,66248
26293,96136,737385,98747
26294,15501,198252,45274
26295,49061,744724,59789
26296,97014,791961,24686
26297,83293,328055,92530
26298,63124,991159,65585
26299,8555,936111,83884
26300,78646,383759,15078
26301,4900,66229,12514
26302,6268,781045,91458
26303,32485,132034,9912
26304,35396,393285,47896
26305,87672,430661,12538
26306,20101,959701,52175
26307,26680,968605,75385
26308,496,672625,24651
26309,51288,631683,65123
26310,73235,561389,20202
26311,53383,969637,85757
26312,15689,626013,79469
26313,90178,46619,8163
26314,5017,462291,52255
26315,18120,590574,57273
26316,12958,624961,97542
26317,11299,625459,63274
26318,59207,924613,84650
26319,26143,625404,28379
26320,18668,510498,43947
26321,2930,283735,7867
26322,71009,288364,67240
26323,25521,150595,65311
26324,83355,73061,17489
26325,19533,624860,98202
26326,2572,238008,36876
26327,4541,862278,43182
26328,51650,965596,98167
26329,53955,395373,53510
26330,88532,609692,41521
26331,29792,734136,54475
26332,45926,92348,1119
26333,66679,503776,35694
26334,57332,863643,65917
26335,34220,289983,84859
26336,5098,511340,88240
26337,23633,16868,90247
26338,87217,499404,35293
26339,76384,977377,91363
26340,56047,82643,39171
26341,52802,986321,33857
26342,65839,892417,93033
26343,99214,719295,81430
26344,66239,145366,32002
26345,80251,397350,86726
26346,41909,122096,90714
26347,62387,186309,14580
26348,79476,242299,63289
26349,31396,993964,34378
26350,23232,189567,91010
26351,45149,548381,48816
26352,74286,371051,30936
26353,24828,654751,28884
26354,15140,577682,86341
26355,56672,877907,16820
26356,62382,23882,89877
26357,24725,287063,24696
26358,49307,431170,6200
26359,82308,316973,13556
26360,32413,184913,17967
26361,11314,974181,6662
26362,35635,482838,47112
26363,85392,99618,66789
26364,72556,582375,79392
26365,99987,638503,33456
26366,59341,934703,21265
26367,32526,730844,910
26368,58967,990483,56831
26369,5059,620908,30361
26370,49967,720320,73459
26371,11114,929165,77022
26372,41193,767794,4280
26373,20250,41282,41785
26374,30487,234935,71566
26375,25172,351874,63417
26376,62257,478203,50969
26377,67064,590934,69016
26378,48341,112094,90602
26379,82450,805841,33282
26380,54621,131490,18030
26381,975,909894,11356
26382,26672,52775,91760
26383,21204,762843,77561
26384,91856,289280,3836
26385,61689,898749,16104
26386,39053,538691,62781
26387,65086,232366,80376
26388,27001,293473,43706
26389,93764,778280,70373
26390,25978,177149,21916
26391,3480,380591,39163
26392,12891,665594,27402
26393,72759,876696,99202
26394,28211,183067,14386
26395,97671,20831,42266
26396,24299,283886,59006
26397,63773,275158,69495
26398,44398,199958,67151
26399,88606,180044,16436
26400,6534,8763,48064
26401,27124,578295,33370
26402,43728,437045,33151
26403,61251,254004,67875
26404,87552,818173,28902
26405,7270,478404,25798
26406,51708,570779,22481
26407,69964,907757,43918
26408,72421,6382,7724
26409,43915,335981,55887
26410,65021,598422,46236
26411,53939,107983,74326
26412,19710,826671,64985
26413,43229,567971,67680
26414,85935,497304,76735
26415,19907,678655,15835
26416,59571,168542,76123
26417,49364,953220,62179
26418,52148,721854,91526
26419,84251,928674,98823
26420,80199,274238,40931
26421,20750,183617,7414
26422,63831,492120,83877
26423,63606,56772,49555
26424,92414,742791,2690
26425,14592,184263,97678
26426,33622,971983,89707
26427,16608,706434,49931
26428,21037,38371,45221
26429,8663,437037,2157
26430,94557,831994,90560
26431,42752,655671,76611
26432,52959,643818,8587
26433,44992,890990,26022
26434,77793,48529,3209
26435,21938,570676,9693
26436,46087,460526,23836
26437,14958,289067,50628
26438,31203,482963,44496
26439,29784,133732,32715
26440,33967,181520,60702
26441,72881,332060,12795
26442,65185,851555,67720
26443,95817,443970,28520
26444,15403,280490,94321
26445,53270,255297,17999
26446,37064,99616,14306
26447,48660,444823,141
26448,35856,1106,45165
26449,93057,145930,89428
26450,63796,684428,3120
26451,52930,379332,10103
26452,86382,335471,57764
26453,90495,805677,63759
26454,96208,411430,20629
26455,41370,953570,1660
26456,8062,211155,92960
26457,38658,513458,94781
26458,3689,360207,16689
26459,80221,761871,65641
26460,97958,598826,90054
26461,54124,315330,46350
26462,12056,433463,14099
26463,48965,516111,70215
26464,19452,972965,59776
26465,25679,107649,55133
26466,67269,153149,48660
26467,64823,51986,62937
26468,27211,652863,99238
26469,83933,705129,61152
26470,35583,910696,84272
26471,83320,460779,53582
26472,8027,636573,98475
26473,46896,909132,17096
26474,8297,707257,50156
26475,96669,277933,56065
26476,10191,174742,86395
26477,90229,17123,84415
26478,39054,496303,18378
26479,23236,206867,33029
26480,38561,221341,89436
26481,18980,704333,80167
26482,10074,629801,30178
26483,59210,519616,63004
26484,60023,230475,74762
26485,8473,124245,42424
26486,43702,742141,84294
26487,17719,147042,82452
26488,79210,533132,57651
26489,36124,295619,70343
26490,53028,794177,99599
26491,9726,922509,77897
26492,90473,599343,4238
26493,90979,662675,50800
26494,50635,582,33651
26495,80633,524608,40387
26496,39473,294929,68002
26497,12561,846411,85842
26498,24010,379170,51336
26499,69135,283988,8882
26500,39405,243784,53579
26501,23608,123345,16887
26502,81872,361437,233
26503,42624,237089,78674
26504,14401,171621,21909
26505,20470,29495,27777
26506,32727,50679,69738
26507,65522,369454,84161
26508,90648,127863,45019
26509,26712,521894,48733
26510,76937,184011,74304
26511,88407,779633,94481
26512,53593,349793,16424
26513,41180,186724,87295
26514,30383,277882,20042
26515,91260,525833,46968
26516,80950,732843,75244
26517,23842,48621,28326
26518,49295,766549,97237
26519,57707,764890,99284
26520,50453,440829,84447
26521,10468,614042,10484
26522,31427,981124,44415
26523,2306,904897,95486
26524,35275,737374,11949
26525,3366,238887,25280
26526,40762,727705,71121
26527,3840,970501,89875
26528,77780,735313,74445
26529,18911,33481,29115
26530,893,420965,81156
26531,1709,410374,63429
26532,75687,662070,48731
26533,66539,561452,64260
26534,42316,192785,41710
26535,67372,743868,15368
26536,7392,473804,66956
26537,45775,599154,58866
26538,5244,278733,68521
26539,96763,744248,34410
26540,52502,846622,62083
26541,38311,921594,56842
26542,34119,971309,72107
26543,54077,266429,98753
26544,32585,197981,7488
26545,26414,963145,80229
26546,97094,162336,38253
26547,21445,29404,7876
26548,7643,63016,1497
26549,37674,93159,37287
26550,44676,22997,85792
26551,63654,72428,55371
26552,45704,676322,95804
26553,97104,916673,65636
26554,93684,117030,38469
26555,20064,18824,11559
26556,86532,92546,79751
26557,12689,988357,42779
26558,80771,848145,78859
26559,78115,479152,52004
26560,66709,549973,38569
26561,38137,627703,69720
26562,86273,429062,29983
26563,71707,585857,56064
26564,44478,758117,74771
26565,73901,423740,21078
26566,68529,824607,60870
26567,9833,172426,8433
26568,16074,364914,72779
26569,49064,777052,14601
26570,37184,816287,84820
26571,69572,152816,56297
26572,59028,179357,78496
26573,79791,84834,42653
26574,53270,83780,27473
26575,38284,472538,18228
26576,34222,96943,73679
26577,634,1892,4809
26578,15945,111481,81346
26579,19872,297829,67141
26580,26671,729543,18104
26581,37387,995582,93841
26582,68270,841013,56823
26583,13575,572287,7854
26584,71169,358188,70781
26585,56756,428342,1134
26586,51971,763714,10726
26587,63116,848317,92357
26588,5766,343743,56747
26589,97683,304456,36680
26590,91562,847103,27486
26591,43482,532420,15259
26592,17437,965681,10359
26593,10660,197360,56236
26594,22266,142337,42551
26595,23075,924022,42876
26596,25812,571139,27475
26597,13420,27563,15645
26598,34358,711286,67948
26599,39948,396016,37278
26600,65693,217389,77030
26601,98554,277740,87188
26602,23133,20283,57947
26603,92145,970859,10342
26604,36924,276738,17644
26605,61019,919332,23464
26606,18105,250621,23979
26607,2523,435194,24116
26608,14762,611681,11238
26609,29217,182029,19624
26610,84199,603186,48978
26611,27074,174194,11961
26612,48391,645272,63397
26613,74592,274852,93367
26614,79680,729593,95647
26615,3412,381380,34133
26616,58527,146376,57709
26617,77638,912855,44245
26618,57156,391917,26695
26619,72750,103827,69734
26620,28390,572569,77368
26621,55898,449072,88642
26622,67546,132973,67174
